,text,sentic_polarity,vader_sentiments,textblob_subjectivity,textblob_polarity,textblob_analysis
931,texas bus illegalaliens immigrants washingtondc demonstrate extreme impact crisis issue country wake action immigration rescind title 42 uscongress,NEGATIVE,NEGATIVE,0.55,-0.012499999999999997,NEGATIVE
932,listen prof violeta chapin joins discuss growing number ukrainianrefugees gathering mexico along southern u border broader immigration policy united states,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
933,new podcast 21st century christian witness conversation alessio pecorario vatican christian service hope ambitious project works climate immigration pandemic politics faith,POSITIVE,POSITIVE,0.2409090909090909,0.07727272727272727,POSITIVE
934,world health day pay tribute nurses around world thank taking good care us nurses worldhealthday immigration canada tkachuk,POSITIVE,POSITIVE,0.6000000000000001,0.7,POSITIVE
935,interesting article u population growth strongeconomy immigration,POSITIVE,POSITIVE,0.5,0.5,POSITIVE
936,used immigrant mouth stretches story pin drop silence fills esl classroom tanka poetry micropoetry poem immigration canada150 esl see poet tanka essay ribbons 12 2 2016,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
937,stuck immigration journey find right immigration program contact us 1 905 362 9393 1 416 475 4747 canada immigration canadaimmigration immigratecanada permanentresidence temporaryresidence,POSITIVE,NEGATIVE,0.5357142857142857,0.2857142857142857,POSITIVE
938,feds announce changes tfw program hr humanresources tfwp hiring recruitment staffing immigration,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
939,senate gop wrong block covid bill addressed variant resurgence vote immigration covid still priority based report top 10 tx counties last 14 days covidisnotover,POSITIVE,NEGATIVE,0.4888888888888889,0.0,NEUTRAL
940,bipartisan group senators proposes bill block title 42 repeal immigration politicspolicy kyrstensinema,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
941,tx trib greg abbott says plan bus migrants dc voluntary dem opponent beto rourke abbott focused solutions instead stunts texas could made real progress issue last 7 years immigration,POSITIVE,POSITIVE,0.18333333333333335,0.1,POSITIVE
942,dear people showing southern border already suffering food crisis weather changes brought climatecrisis leaving farmers crops nothing left eat dirt immigration refugeesneedhelp,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
943,whitesupremacists immigration antisemitism bizarre concoction every bit bigoted spreads multiple forms bigotry avoid direct charges racism h,NEGATIVE,NEGATIVE,0.3333333333333333,0.16666666666666666,POSITIVE
944,well crenshaw really solves problem gop real ideas resolution texas immigration,POSITIVE,POSITIVE,0.25,0.2,POSITIVE
945,benefit academics well audiences since emphasizes empirical operations government policymakers ngos academics business organizations immigration g uluslararas g ekonomi letme finans statistik ekonometri matematik bitcoin blockchain,POSITIVE,POSITIVE,0.1,0.1,POSITIVE
946,co director explores behind rise vigilantism south africa core message gangster governance immigration xenophobia immigration southafrica,POSITIVE,NEUTRAL,0.7,-0.4,NEGATIVE
947,dyk 100 000 people chose make bc new home 2021 60 years read bc immigration newcomers strongerbc bcecon bcjobs,POSITIVE,NEUTRAL,0.45454545454545453,0.13636363636363635,POSITIVE
948,ending title 42 biden unpopular move yet bidenisadisgrace immigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
949,smart move uk much faith us immigration policy us would wise take uk lead ideas creation generated young smart educated diverse minds reap massive rewards uk plus build lot soft power,POSITIVE,POSITIVE,0.5908163265306122,0.21836734693877552,POSITIVE
950,dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration trust,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
951,check today must read immigration news,NEUTRAL,NEUTRAL,0.0,0.0,NEUTRAL
952,dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration save dream,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
953,discount tickets available upcoming production citizen wong 4 12 13 amp 20 wongchinfoo wongkimark citizenwong play panasianrep panasianrepertorytheatre chineseamerican immigration,POSITIVE,POSITIVE,0.4,0.4,POSITIVE
954,dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration save dream interviews plz,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
955,know steverightnleft britishdemocrats ealing ealingcouncil britishvalues britishculture britishness rightandleft democracy reformuk reformparty immigration migration freespeech freedomofspeech,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
956,republicans block urgent 10b covid bill easter break fight immigration muniland immigration,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
957,immigration policies succeed empathy rather cruelty badmuslaw immigration immigrationlaw,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
958,miss another great webinar national interest waivers niw entrepreneurs april 13 11 00 12 00 pm est register niw nationalinterestwaiver eb2greencard eb2 perm permprocess immgirationwebinar immigration attorney,POSITIVE,POSITIVE,0.75,0.8,POSITIVE
959,immigration nationality law practice focuses strategic planning case preparation u multinational companies connection employment foreign national hires employees u learn,POSITIVE,NEUTRAL,0.125,-0.125,NEGATIVE
960,nursing top demanded occupation world today book free evaluation canada today contact us canada newzealand australia jobsincanada immigration consultantsindubai saudiarabia qatar oman uae,POSITIVE,POSITIVE,0.65,0.45,POSITIVE
961,ontario taking steps help ukrainian refugees coming province find work hr immigration refugees ukrainerussianwar,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
962,pandemic aid bill stalls amid dispute immigration restrictions,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
963,mentor rewarding experience get impart knowledge experience someone turn could later take mantle mentor 3 recent immigrants tell us mentoring works mentoring cdnimm immigration career,POSITIVE,POSITIVE,0.4166666666666667,0.16666666666666666,POSITIVE
964,cnn abc nbc cbs fox nytimes washingtonpost buden give free stuff illegal immigrants pay bills immigration ukraine,NEGATIVE,NEGATIVE,0.65,-0.04999999999999999,NEGATIVE
965,shambolic home office visa system failing desperate people trying access britain homes ukraine scheme ukraine unitedkingdom thursdaymorning thursdaythoughts thursday thursdaythought immigration homeoffice,NEGATIVE,NEGATIVE,1.0,-0.6,NEGATIVE
966,loving monthly chats dawn gough stephen burry catherine maclaughlin christine c ayling elaine dunphy guy matthews talking joy environment immigration teacher care character life pull chair,POSITIVE,POSITIVE,0.575,0.7,POSITIVE
967,imagine country sneak illegally receive free phone meanwhile filled immigration forms migrate legally sit wait migration immigration america biden inflation taxes,NEGATIVE,POSITIVE,0.6000000000000001,0.125,POSITIVE
968,share securethetrbe savemasontn usa pro ab3121 lineage exclusively reparations amp immigration moratorium georgefloyd legislation ignored democrats republicans libertarians greenparty h r 1570 george floyd law enforcement mom woman,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
969,imagine immigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
970,ukraine scientist profoundly let uk seven week visa wait ukraine ukrainian ukrainewar russian thursdaythoughts thursdaymorning thursday thursdaythought homeoffice immigration visa,POSITIVE,NEUTRAL,0.5,0.041666666666666664,POSITIVE
971,share securethetrbe savemasontn usa pro ab3121 lineage family tree exclusively reparations amp immigration moratorium georgefloyd legislation ignored democrats republicans libertarians greenparty h r 1570 george floyd law enforcement,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
972,available rent 1st time offered 2 000 sf elksplazafreeport prime shoppingcentrespace immediate ideal medical financial immigration fastfood join mcdonalds bankofamerica ample parking contact stevenepstein 516 524 1353,POSITIVE,POSITIVE,0.35,0.325,POSITIVE
973,u house democrats applaud end trump era policy migrants border via title42 ncga ncpol ncgov ncleg asylumseekers asylum immigration immigrants,NEGATIVE,POSITIVE,0.0,0.0,NEUTRAL
974,proud working nyc top two doctors support coverage4all ensure new yorkers access healthcare regardless immigration status thank dept health amp mental hygiene commissioner dr vasan amp president ceo health hospitals,NEGATIVE,POSITIVE,0.5386363636363637,0.3340909090909091,POSITIVE
975,invited candidates respective pnp draws ontario 471 manitoba 191 quebec 506 british columbia 204 visit aram visas aramvisas immigration immigratetocanada immigrationconsultant expressentry expressentrycanada,POSITIVE,POSITIVE,0.05,0.0,NEUTRAL
976,save dream dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
977,dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration,NEUTRAL,NEUTRAL,0.0,0.0,NEUTRAL
978,waiting 5 months left ms nicole hope better yet come dv22 egypt dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration,POSITIVE,POSITIVE,0.25,0.25,POSITIVE
979,dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration handel life,NEUTRAL,NEUTRAL,0.0,0.0,NEUTRAL
980,dv22 egypt dv2022 dv2022winners dv2022 savediversityvisa immigration pay attention dream plz,NEGATIVE,POSITIVE,0.0,0.0,NEUTRAL
981,wish everyone happy world health day us zsr immigration immigration immigrationcanada immigrationlawyer immigratetocanada immigrationconsultant zsrimmigration,POSITIVE,POSITIVE,1.0,0.8,POSITIVE
982,texas governor shipping illegal immigrants dc savage gregabbott immigration texas,POSITIVE,NEGATIVE,0.5,-0.5,NEGATIVE
983,clash immigration stalls covid relief funds congress potentially weeks immigration immigrationnews undocumented immigrants daca,NEGATIVE,POSITIVE,1.0,0.0,NEUTRAL
984,join us friday facebook live 10am provide summary rules relating visitors visas uk family members including rules family visits proof intention return visa refused immigration,POSITIVE,NEUTRAL,0.5,0.13636363636363635,POSITIVE
985,structural barriers employment hospitality sector canada via immigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
986,migration program planning levels read file visa immigrationexperts information get touch experts today australiaimmigration immigrationlawyer australia visa immigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
987,benefits canadian citizenship know experts dm us call us 971 56 416 9277 visit website canada canadapr canadavisa canadajobs citizenship immigration migration visa visaconsultants apexvisas,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
988,seven years ago middle nowhere bulgaria family efforts paying worked hard last years canada grateful people canada encouragement inspiration canada immigration law lawtwitter thursdayvibes,POSITIVE,POSITIVE,0.20277777777777775,-0.09722222222222222,NEGATIVE
989,benefits canadian citizenship know experts dm us call us 91 80558 04150 visit website canada canadapr canadavisa canadajobs citizenship immigration migration visa visaconsultants apexvisas,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
990,answer 1 6 5 year contestalert quiz yaxisquiz win immigration visa prvisa yaxis indianmigrants migration migrateabroad overseascareer visa prvisa usa 0016 bindra,POSITIVE,POSITIVE,0.4,0.8,POSITIVE
991,congratulations client gurveer singh brar canada pnp visa approved apply canada pr us call 0161 4015566 immigration visa canada education immigrationlawyers immigrants ielts citizenship canadaimmigrationnews immigrationconsultant,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
992,uses human beings political pi atas score political points 6 months election garc natl president mean spirited use refugees lives manipulate public opinion txlege immigration,NEGATIVE,POSITIVE,0.3423611111111111,0.03125,POSITIVE
993,bus way class forgot upload assignment need publish assignment watch match get canadianan sim today canada canadaflight network exchangestudent explorecanada ontario toronto immigration vancouver montreal,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
994,employers need ensure undertake appropriate right work checks appeals process civil penalties well various defences thursdaythoughts thursdaymorning thursday thursdaymood civilpenalties immigration homeoffice,POSITIVE,POSITIVE,0.5119047619047619,0.2619047619047619,POSITIVE
995,interested migrate canada skills lots opportunities canada read itjobsincanada canadaworkpermit skilledjobs workpermitvisa migratetocanada immigration cicglobalresources,POSITIVE,POSITIVE,0.5,0.25,POSITIVE
